岗位,职位,薪资,公司,城市,经验,学历,领域,规模,性质,技能要求,招聘人数,公司详情页,职位详情页,处理后的薪资,平均月薪(元),平均月薪
数据分析师,小米汽车-销售数据分析-合肥(A45066),1.2-1.8万,小米通讯,合肥,3-5年,本科,互联网,10000人以上,上市公司,"新能源汽车数据分析, 区域数据分析, 销售数据分析, 零售数据分析",1,http://company.zhaopin.com/CZ483710520.htm,http://jobs.zhaopin.com/CC483710520J40687273014.htm,12.0-18.0k,15000.0,15.0k
数据分析师,eBay 数据分析（Annie）,2.5-2.8万·13薪,瞬联软件科技(北京)有限公司,上海,1-3年,硕士,计算机软件,1000-9999人,外商独资,"Sql, Python, R语言, ABTEST, 英语流利",1,http://www1.zhaopin.com/Publish/Company/CIeNET/20071122/,http://jobs.zhaopin.com/CC000276520J40912320704.htm,25.0-28.0k,26500.0,26.5k
数据分析师,数据分析,5000-8000元,陕西云库华创信息科技有限公司,西安,经验不限,大专,计算机软件,300-499人,民营,数据仓库,1,http://company.zhaopin.com/CZL1380778260.htm,http://jobs.zhaopin.com/CCL1380778260J40754863410.htm,5.0-8.0k,6500.0,6.5k
数据分析师,经营分析岗-M7227L,1.3-1.8万·16薪,京东集团,武汉,经验不限,学历不限,互联网,10000人以上,合资,"SQL, 数据分析, 数据建模, 业务理解, 沟通协作",1,http://company.zhaopin.com/CZ192921310.htm,http://jobs.zhaopin.com/CC192921310J40725577709.htm,13.0-18.0k,15500.0,15.5k
数据分析师,数据分析实习生,4000-8000元,上海捷润通机械有限公司,杭州,经验不限,大专,电子/半导体/集成电路,100-299人,民营,"数据治理, 数据建模, 数据挖掘, Python",3,http://company.zhaopin.com/CZL1373857640.htm,http://jobs.zhaopin.com/CCL1373857640J40678213201.htm,4.0-8.0k,6000.0,6.0k
数据分析师,杭州数据分析,9000-15000元,和韵轩信息技术(上海)有限公司,杭州,经验不限,大专,IT服务,20-99人,其他,"数据治理, 数据挖掘, 数据建模, Sql, Python, R语言",3,http://company.zhaopin.com/CZL1494188270.htm,http://jobs.zhaopin.com/CCL1494188270J40780422412.htm,9.0-15.0k,12000.0,12.0k
数据分析师,数据分析实习生,4000-6000元,江苏邦能振键机械有限公司,烟台,经验不限,大专,电气机械/电力设备,100-299人,民营,"数据治理, 数据建模, 数据仓库, Python",3,http://company.zhaopin.com/CZL1456644990.htm,http://jobs.zhaopin.com/CCL1456644990J40576288204.htm,4.0-6.0k,5000.0,5.0k
数据分析师,经营改善岗-E7502U,1-1.5万·16薪,京东集团,武汉,经验不限,学历不限,互联网,10000人以上,合资,"物流, 快递, 供应链, 数据分析, 预算管理",2,http://company.zhaopin.com/CZ192921310.htm,http://jobs.zhaopin.com/CC192921310J40726338209.htm,10.0-15.0k,12500.0,12.5k
数据分析师,数据分析,4000-8000元·13薪,成都航空,成都,经验不限,本科,船舶/航空/航天/火车制造,1000-9999人,国企,"Java, Python, SQL, Oracle, SPSS, MATLAB",4,http://company.zhaopin.com/CZ298578210.htm,http://jobs.zhaopin.com/CC298578210J40720605602.htm,4.0-8.0k,6000.0,6.0k
数据分析师,数据分析实习生,4000-8000元,上海捷润通机械有限公司,深圳,经验不限,大专,电子/半导体/集成电路,100-299人,民营,"数据治理, 数据建模, 数据挖掘, Python",3,http://company.zhaopin.com/CZL1373857640.htm,http://jobs.zhaopin.com/CCL1373857640J40605682801.htm,4.0-8.0k,6000.0,6.0k
数据分析师,数据分析助理,7000-10000元,哈尔滨西部信科信息技术有限公司,哈尔滨,无经验,大专,IT服务,100-299人,其他,"数据治理, 数据挖掘, 数据建模, Sql, Python, R语言",1,http://company.zhaopin.com/CZL1475765080.htm,http://jobs.zhaopin.com/CCL1475765080J40701042205.htm,7.0-10.0k,8500.0,8.5k
数据分析师,金融大数据分析师助理,7000-10000元,深圳市驻聚元实业有限公司,深圳,经验不限,本科,电子商务,20-99人,其他,"证券数据分析, 基金数据分析",1,http://company.zhaopin.com/CZL1225959200.htm,http://jobs.zhaopin.com/CCL1225959200J40760516407.htm,7.0-10.0k,8500.0,8.5k
数据分析师,房地产数据分析员,4000-8000元,江西同致房地产土地资产评估咨询有限公司,南昌,经验不限,本科,咨询服务,100-299人,民营,"数据采集, 数据挖掘",1,http://company.zhaopin.com/CZ839231930.htm,http://jobs.zhaopin.com/CC839231930J40200763115.htm,4.0-8.0k,6000.0,6.0k
数据分析师,数据分析工程师,6000-9000元,山西省太原唐久超市有限公司,太原,经验不限,本科,快速消费品,1000-9999人,股份制企业,"五险一金, 双休",1,http://company.zhaopin.com/CZ174407420.htm,http://jobs.zhaopin.com/CC174407420J40646546107.htm,6.0-9.0k,7500.0,7.5k
数据分析师,数据分析专员(J10977),4000-6000元,福建圣农集团,南平,1-3年,大专,零售/批发,1000-9999人,股份制企业,"数据分析, 统计学",1,http://company.zhaopin.com/CZ192311520.htm,http://jobs.zhaopin.com/CC192311520J40755563007.htm,4.0-6.0k,5000.0,5.0k
数据分析师,数据分析实习生,5000-10000元,江苏邦能振键机械有限公司,长沙,经验不限,大专,电气机械/电力设备,100-299人,民营,"数据治理, 数据建模, 数据仓库, Python",3,http://company.zhaopin.com/CZL1456644990.htm,http://jobs.zhaopin.com/CCL1456644990J40549638004.htm,5.0-10.0k,7500.0,7.5k
数据分析师,数据分析员（五险+月休6天）,5000-6000元,安徽众森网络科技有限公司,淮北,1-3年,本科,互联网,1000-9999人,民营,"过往数据工作经验, 数据挖掘, 数据建模",3,http://company.zhaopin.com/CZ825939850.htm,http://jobs.zhaopin.com/CC825939850J40797065103.htm,5.0-6.0k,5500.0,5.5k
数据分析师,数据分析专员,6000-7000元,希诺股份有限公司,南通,经验不限,大专,日化产品制造,500-999人,民营,数据治理,1,http://company.zhaopin.com/CC227296020.htm,http://jobs.zhaopin.com/CC227296020J40713532416.htm,6.0-7.0k,6500.0,6.5k
数据分析师,数据分析专员,4000-8000元,黑龙江亿博投资有限公司,哈尔滨,经验不限,大专,投资/融资,20-99人,其他,报表开发,5,http://company.zhaopin.com/CZL1336285190.htm,http://jobs.zhaopin.com/CCL1336285190J40759403313.htm,4.0-8.0k,6000.0,6.0k
数据分析师,冷饮销售部数据开发专业经理,1.2-1.8万,伊利,北京,经验不限,本科,快速消费品,10000人以上,股份制企业,SQL,1,http://company.zhaopin.com/CZ000593040.htm,http://jobs.zhaopin.com/CC000593040J40728248101.htm,12.0-18.0k,15000.0,15.0k
数据分析师,商业数据分析,8000-10000元·14薪,华润置地,北京,经验不限,本科,房地产开发,10000人以上,国企,数学/统计学专业,1,http://company.zhaopin.com/CZ358101520.htm,http://jobs.zhaopin.com/CC358101520J40780861805.htm,8.0-10.0k,9000.0,9.0k
数据分析师,数据分析专员(J29626),4000-6000元,新东方教育科技集团有限公司,呼和浩特,经验不限,学历不限,培训/辅导服务,10000人以上,上市公司,数据治理,1,http://company.zhaopin.com/CZ120002360.htm,http://jobs.zhaopin.com/CC120002360J40377521602.htm,4.0-6.0k,5000.0,5.0k
数据分析师,数据分析-接受小白,4000-6000元,星商电子商务有限公司,烟台,无经验,本科,互联网,100-299人,民营,"SPSS, excel",1,http://company.zhaopin.com/CZ422294580.htm,http://jobs.zhaopin.com/CC422294580J40677988706.htm,4.0-6.0k,5000.0,5.0k
数据分析师,数据洞察专员,4000-6000元,君乐宝乳业集团股份有限公司,石家庄,1年以下,本科,快速消费品,10000人以上,民营,表单处理,1,http://company.zhaopin.com/CZ178087820.htm,http://jobs.zhaopin.com/CC178087820J40757963407.htm,4.0-6.0k,5000.0,5.0k
数据分析师,数据分析实习生,4000-7000元,江苏邦能振键机械有限公司,武汉,经验不限,大专,电气机械/电力设备,100-299人,民营,"数据治理, 数据建模, 数据仓库, Python",3,http://company.zhaopin.com/CZL1456644990.htm,http://jobs.zhaopin.com/CCL1456644990J40571249404.htm,4.0-7.0k,5500.0,5.5k
数据分析师,用户数据分析主管,8000-12000元,山东信宏仁医药连锁有限公司,淄博,3-5年,本科,医药制造,1000-9999人,民营,"数据治理, 数据建模, 数据挖掘",1,http://company.zhaopin.com/CC432468312.htm,http://jobs.zhaopin.com/CC432468310J40914974404.htm,8.0-12.0k,10000.0,10.0k
数据分析师,大数据分析（智慧旅游）,5000-8000元,沧州航空职业学院,沧州,经验不限,硕士,学校/学历教育,10000人以上,学校/下级学院,数据挖掘,1,http://company.zhaopin.com/CZL1479004330.htm,http://jobs.zhaopin.com/CCL1479004330J40780114812.htm,5.0-8.0k,6500.0,6.5k
数据分析师,数据分析专员,4000-5000元,大同市南郊城区发煤站有限责任公司,大同,1-3年,本科,货运/物流/仓储,100-299人,民营,"数据治理, 报表开发, 数据仓库",1,http://company.zhaopin.com/CZ846328980.htm,http://jobs.zhaopin.com/CC846328980J40778504508.htm,4.0-5.0k,4500.0,4.5k
数据分析师,经营分析岗,1-1.3万·16薪,京东集团,太原,5-10年,本科,互联网,10000人以上,合资,SQL,1,http://company.zhaopin.com/CZ192921310.htm,http://jobs.zhaopin.com/CC192921310J40730836409.htm,10.0-13.0k,11500.0,11.5k
数据分析师,数据分析B,3000-6000元,中国联合网络通信有限公司普洱市分公司,普洱,经验不限,本科,通信/网络设备,100-299人,其他,数据治理,1,http://company.zhaopin.com/CZ594452630.htm,http://jobs.zhaopin.com/CC594452630J40913680404.htm,3.0-6.0k,4500.0,4.5k
